,tweetid,user,content,date,lang,sentiment
145,814898138418909188,195948547,"@rusosnith que ricoooo, me abriste el apetito!! Solo una cosa. Las aceitunas tienen que ser las negras",Fri Dec 30 18:17:10 +0000 2016,es,P
148,815233017119707137,455289348,"Bueno,gracias a algunos(casi gratis) por confiar su salud en mi(un año más) no se enfermen mucho este año pues, jaja mentira, saludos",Sat Dec 31 16:27:52 +0000 2016,es,P
149,815022061529796608,128729635,En serio que feo ir al mall este día. Mañana seguro estará peor.,Sat Dec 31 02:29:36 +0000 2016,es,N
151,814647831696838656,386092161,Lo bueno que ahora a mi lado tengo a personas que quiero y sobretodo que me quieren .. la mejor decisión que pude tomar .,Fri Dec 30 01:42:33 +0000 2016,es,P
158,815977258074652672,126668800,@andrewmartin711 sin duda es lo mejor,Mon Jan 02 17:45:13 +0000 2017,es,P
163,816055981335597056,19729967,Al César: @peru21 fue el primero en nuestro país que sacó a la chica en bikini de sus páginas. Ahora sacó el horóscopo. Felicitaciones.,Mon Jan 02 22:58:02 +0000 2017,es,P
164,816097968109617152,811447701716004866,#2AñosDeLegiónHolk Llevo como unos 8 meses Talvez menos o mas no sé Me enseñaron y demostraron que LH es algo magico,Tue Jan 03 01:44:52 +0000 2017,es,P
165,816098946519068672,811447701716004866,"#2AñosDeLegiónHolk No importa que seas ""niu"" o ""old"" Si amas a LH , eres bienvenido a mi casa",Tue Jan 03 01:48:45 +0000 2017,es,P
166,816002765667389441,211391868,Me preguntó mi nombre!!! Mi último día e interactúo con Samuel! Vaya suerte la mía,Mon Jan 02 19:26:34 +0000 2017,es,N
167,814283725576032256,2841584225,"@mariellymc noooooooooo y me cuelgo de la imagen para decir lo mismo "" que tan miserable debo ser? """,Thu Dec 29 01:35:43 +0000 2016,es,N
168,814313993703718912,44765267,"@emejota_qt un amigo trabajo ahí, se encariño mucho con algunos jóvenes. De hecho te llevas una gran eeriencia",Thu Dec 29 03:35:59 +0000 2016,es,P
169,814314645666332672,48575182,"@JessicaSolano veras que no es nada grave, mejor ahora que le hagan todo... yo también por San Miguel sola",Thu Dec 29 03:38:35 +0000 2016,es,P
176,814471124708900864,97778116,"@mariann505 jajajaja dale, hacete la boluda vos jajaja igual a vos nunca se te puede tomar en serio te mando un abrazo desde Perú!",Thu Dec 29 14:00:22 +0000 2016,es,N
180,815358570866745344,2962457649,@ivyjara Te extraño un monton amor,Sun Jan 01 00:46:46 +0000 2017,es,N
182,815364609007882240,357340230,"Lo bueno de mi plan es que tienen Internet ilimitado en 3G y 4G, es ilimitado desde que lo contrate hace 5 años",Sun Jan 01 01:10:46 +0000 2017,es,P
190,814981975211708416,481395812,@habitssofmyhrt pero es muy trillado,Fri Dec 30 23:50:19 +0000 2016,es,N
193,814630071063429121,123739691,@DaMimster es una de las cosas más lindas que te enseña la vida,Fri Dec 30 00:31:58 +0000 2016,es,P
196,815573589692940288,294287341,"Recibir el año nuevo sin luz, que sean las 10 y sigamos sin luz #micelmuere #notengobateria",Sun Jan 01 15:01:11 +0000 2017,es,N
197,815561899081367552,3636963555,"Que rico año nuevo Huanchaco 2017 de aquí PUMA PUMKHU mañana me larrrrgo y ya tramitando mi Schenguen, hay cruditas como me hacen feliz",Sun Jan 01 14:14:43 +0000 2017,es,P
199,815648933401792512,2209356895,@Aldocejota Ese es el mejor chiste de año nuevo,Sun Jan 01 20:00:34 +0000 2017,es,P
202,815502023961509888,2817586281,@AdrianaR5_ yo también pensé lo mismo gracias a Dios siguen juntos,Sun Jan 01 10:16:48 +0000 2017,es,P
204,815408035749314560,117183829,Recibir este nuevo año en familia es lo más bonito y con un corazón agradecido por tanta bendición de nuestro amado Dios. #Feliz2017,Sun Jan 01 04:03:19 +0000 2017,es,P
205,813815846195855360,160791990,No se porque hay gente tan renegara donde dice que fue el peor año.. no solo lloraron TAMBIÉN FUERON FELICES,Tue Dec 27 18:36:32 +0000 2016,es,N
206,813827309442449409,66272080,"Darth Vader no pudo, y la muerte se la llevo. Qué triste sabee que Carrie Fisher se nos fue #CarrieFisher",Tue Dec 27 19:22:05 +0000 2016,es,N
207,813780617477423104,88703614,Los ambulantes ya invadieron Gamarra...,Tue Dec 27 16:16:33 +0000 2016,es,N
210,813790081676775424,76040253,Tuve un sueño muy muy lindo y hoy ando con todas las ganas,Tue Dec 27 16:54:09 +0000 2016,es,P
212,813760561028567041,51811442,"@Monilict nada peor que tu stalker sea tu colega. Orden de restricción, nomás",Tue Dec 27 14:56:51 +0000 2016,es,N
213,812394050632306688,313680598,""" En esta NAVIDAD todo regalo es bueno, decir te quiero es mejor; pero un regalo y un te quiero es mucho mejor """,Fri Dec 23 20:26:49 +0000 2016,es,P
215,817632248874708992,2962457649,"@ivyjara No te cambiaria , ni por la mujer más bella del mundo , Porqué Solo tengo ojos para ti ",Sat Jan 07 07:21:33 +0000 2017,es,P
217,817746319527804930,775549057158766592,Un poquito amarga mama #UnaSemanaDel2017YYo #felizdiadereyes #OTConcierto #HablaVillaran #SIGUEMEYTESIGO,Sat Jan 07 14:54:50 +0000 2017,es,N
218,817936463371390977,84945151,"Estoy en @McDonalds_PER del parque kennedy y me he dado con la triste sorpresa que ya no dan el ají increíble ya nada es igual, nada",Sun Jan 08 03:30:24 +0000 2017,es,N
223,817831689548341248,3259411072,Lo bueno de la vida es que te hace coincidir con personas realmente increíbles,Sat Jan 07 20:34:04 +0000 2017,es,P
224,817839317485764609,2492230415,Caminar un rato siempre es bueno #gamers #paseo #disfrutalavida @ Miraflores,Sat Jan 07 21:04:22 +0000 2017,es,P
225,817862303060295685,697240229590278144,@Zick eres el mejor porfavor saludame en un video de plantas vs zombies heroes porfi,Sat Jan 07 22:35:42 +0000 2017,es,P
226,817876599647387648,2806931655,Lo bueno de ir al gym es que tu personal training sea muy muy guapa,Sat Jan 07 23:32:31 +0000 2017,es,P
227,817905673992183809,160667696,Lo malo de no saber cocinar es que debes tolerar los suculentos platos preparados por tu hermana o simplemente no comer. #PornFood,Sun Jan 08 01:28:03 +0000 2017,es,N
228,817898537237086210,91632559,"Ricardito es un buen amigo y su abuelita necesita apoyo. RT por favor, gracias BBVA: 0011-0057-0211103133",Sun Jan 08 00:59:41 +0000 2017,es,P
231,817136337094524928,134167484,“@Maagazu: @PierinaDiUre los sobrevivientes llenos de luz son vitales para el mundo!” Porque contagian esperanza,Thu Jan 05 22:30:59 +0000 2017,es,P
234,817027542414716928,56559501,@PoluxBlack en francia probé un ramen de bolsa que era más rico que Tokyo Ramen llévenme al primer mundo,Thu Jan 05 15:18:40 +0000 2017,es,P
236,817058831398092801,260414047,"Entró una venezolana a trabajar en la empresa donde laboro. Me apena la crisis en su país, está bien jodido todo allá.",Thu Jan 05 17:23:00 +0000 2017,es,N
237,817056624187764736,233678596,"@Brigittgt y con ""las conozco"", me refiero a Maria y Krisbell . Mandale mis saluditos, somos ingratas todas",Thu Jan 05 17:14:14 +0000 2017,es,N
242,816210165443792896,447232578,Oks no fue buena idea venir,Tue Jan 03 09:10:42 +0000 2017,es,N
243,816282047044001792,16399842,Una de las cosas más maravillosas en mi mundo es salir tarde y llegar a tiempo,Tue Jan 03 13:56:20 +0000 2017,es,P
245,816432547613855744,328568339,"Al callejerito Hércules le han medio destrozado el ojo derecho Ptm!!! Quien ha sido!!! Maldición, quiero matar!!!",Tue Jan 03 23:54:22 +0000 2017,es,N
249,816349095161954304,36860086,"@BleuatreMil se muestran solitos, no está difícil la cosa felizmente",Tue Jan 03 18:22:45 +0000 2017,es,P
253,816148254760964096,92863147,Que tortura tener que ir al Icpna temprano justo en mi semana de vacaciones del trabajo,Tue Jan 03 05:04:41 +0000 2017,es,N
260,817181841677553665,2282665250,Me hacen feliz estos momentos,Fri Jan 06 01:31:48 +0000 2017,es,P
265,817240904004210688,367452499,"@VaneCastilloP No creo que tanto, ah. Lo que sí, es que será mucho más placentero.",Fri Jan 06 05:26:29 +0000 2017,es,P
266,817250970493030400,1225661000,@EchavarriaNaya y lo bueno que no engordo,Fri Jan 06 06:06:29 +0000 2017,es,P
267,817278779794083840,134189158,"Lo malo de no poder dormir, es que a estas horas no tengo a quien molestar, todos duermen.",Fri Jan 06 07:57:00 +0000 2017,es,N
271,818141872333819904,148445379,"@zombiepolares oye no, que feo",Sun Jan 08 17:06:37 +0000 2017,es,N
274,818119535777685508,632574590,Que lindo es levantarse sin resaca,Sun Jan 08 15:37:51 +0000 2017,es,P
275,818203135113994240,4159943889,Escuchando soundtracks antiguos... primero en nostalgia y ahora caigo en depresión.,Sun Jan 08 21:10:03 +0000 2017,es,N
277,818210083486187521,3636963555,Fragmento del regalo de navidad de mi Mami ELLA SI SABE. Como escribir libros sin escribir ninguno by OSHO,Sun Jan 08 21:37:40 +0000 2017,es,P
284,816605906716807168,4613915800,"Me esta encantando la animacion encerio :,) Cuando veo el final me da un poco ganas de llorar :,) Bueno solo me falta background y texto",Wed Jan 04 11:23:14 +0000 2017,es,P
287,816130797228949504,776768817821286400,"Mario Bros cruzó 200 mundos, mató a 4000 enemigos sólo para ver a su princesa y tú no eres capaz de mandarle un jodido mensaje.-.- idiota",Tue Jan 03 03:55:19 +0000 2017,es,N
289,818619080890585089,116823359,El mejor #piropo de mi vida «estás #buchisapa y pareces un #kion»,Tue Jan 10 00:42:52 +0000 2017,es,N
291,818508234482970625,141070574,"16 chocolates Ferrero no fueron suficientes, pa la próxima ojalá me regalen la de 54",Mon Jan 09 17:22:24 +0000 2017,es,N
298,818604391624228869,231455673,que rico es salir a esta hora del trabajo más tiempo para escuchar @RadiomarPlusFM y a mi @Nandocabanillas,Mon Jan 09 23:44:30 +0000 2017,es,P
302,818485436721074178,407126009,"A ver cuantos extranjeros consignan direcciones falsas, vayan y arrestenlos, cuando uno viaja a otro país te exigen todo, donde y cuando",Mon Jan 09 15:51:49 +0000 2017,es,N
307,818281689210294272,399044243,Ese aplauso para Diego Luna y Felicity Jones fue estruendoso. Tengo ganas de ver Rogue One y no puedo,Mon Jan 09 02:22:12 +0000 2017,es,P
310,818306075292270593,42789512,"@JacquiRQ @dukeleleh obvio. Pero sin postre al final, mucha obesidad",Mon Jan 09 03:59:06 +0000 2017,es,N
313,818315127221026820,2817586281,no xq xq xq xq me duele mucho yo pensaba que ella no era así,Mon Jan 09 04:35:04 +0000 2017,es,N
314,818318742375387136,310968615,"Csmre, es porque no me puse el puto calzón amarillo...¿verdá?",Mon Jan 09 04:49:26 +0000 2017,es,N
315,818248298049966080,90475043,"@an_luc ya sé. y con lo mío es especialmente difícil. bro, esto no es exclusivamente sobre la plata u know this",Mon Jan 09 00:09:31 +0000 2017,es,N
317,818342597257261056,101498536,@TatianaAstengoB esa serie se nota muy interesante a verla por Netflix,Mon Jan 09 06:24:13 +0000 2017,es,P
319,818440083632168960,357340230,Que rico es ver el clima nublado,Mon Jan 09 12:51:36 +0000 2017,es,P
320,818230623663955968,730504674852360193,@esquinabaja LO vi !! lamentable realidad,Sun Jan 08 22:59:17 +0000 2017,es,N
328,815897556953825281,33079566,Tuve una pesadilla asquerosa y me he levantado molesta,Mon Jan 02 12:28:30 +0000 2017,es,N
332,815724656967749633,3127575525,Un buen inicio de año #Playa #Sur #Familia #Bronceadita,Mon Jan 02 01:01:28 +0000 2017,es,P
334,815752779486597120,4171006995,@OxanaJuliana1 estan lindos tus gatitos.- producen ternura,Mon Jan 02 02:53:13 +0000 2017,es,P
337,815711058941902849,181714351,Este cuarto se siente muy vacío sin mis amiguitos y su bulla,Mon Jan 02 00:07:26 +0000 2017,es,N
338,815717784244158465,713559703,@IvettlyOficial Lo mejor de l 2016 fue ver crecer a Ivettly y pasar momentos de alegría y tristeza pero llenos de enseñanzas.,Mon Jan 02 00:34:09 +0000 2017,es,P
340,815722210379857920,141646834,Que rico es dormir con el sonido de la lluvia,Mon Jan 02 00:51:44 +0000 2017,es,P
343,817714388945817600,1260925016,Hermoso sábado del primer mes del 2017 espero disfrutar como espero que tu también..,Sat Jan 07 12:47:57 +0000 2017,es,P
347,817569061513101312,31321996,"Por qué no quieres venir a mi edificio @ClaroPeru Los idiotas de @soportemovistar me cuelgan, me llevan paseando una hora, les da igual.",Sat Jan 07 03:10:28 +0000 2017,es,N
351,817585149684711425,3084716093,Que seriedad pues papá!! A ver el cabello con TINTE? Me da bien? MEJOR PREFIERO NATURAL! Así me identifico,Sat Jan 07 04:14:24 +0000 2017,es,N
352,817609806626201600,624154199,@larepublica_pe sabran los jueces quê es honestidad? ?..y respeto? ?..no postulaba a un mercado de abastos. .si claro p lo q le interesa,Sat Jan 07 05:52:23 +0000 2017,es,N
353,816536176790302720,91035261,"Estoy contenta, acabo de ver que los gustos que en algún momento transmití sobre una banda en específica, ha llegado a otra persona más.",Wed Jan 04 06:46:09 +0000 2017,es,P
355,817018753082920960,523666695,@RPPNoticias @MidisPeru una buena noticia! No más frazadas. Sí más casas calientes,Thu Jan 05 14:43:44 +0000 2017,es,P
356,816979159914254336,580497512,"Nunca dejes el fb abierto y tu hermana a lado, es un PELIGRO!",Thu Jan 05 12:06:25 +0000 2017,es,N
359,817642271189258241,2962457649,"@ivyjara Como quisiera volver al pasado, para decirme a mi mismo para qué no te haga daño nunca",Sat Jan 07 08:01:23 +0000 2017,es,N
360,816374858435137536,313019438,"@teleSURtv bien!!!viva México,viva los pueblos indígenas,viva una América libre!!!",Tue Jan 03 20:05:08 +0000 2017,es,P
362,816387973285605377,609977261,"@BestiasAlVolant Excelente, siempre me persigno cuando entro a uno",Tue Jan 03 20:57:15 +0000 2017,es,P
364,816270545159385089,1965967304,Todo es mejor de lo que parece cuando recordamos que Dios está de nuestro lado.,Tue Jan 03 13:10:38 +0000 2017,es,P
371,816340895830339584,367496190,Me emociona mucho que les pasen cosas bonitas a las personas que quiero,Tue Jan 03 17:50:11 +0000 2017,es,P
372,816669567246286848,277595715,@Gadhafy a mi me renovaron y no me tocaron (hasta ahora) el sueldo así que ando más o menos easy,Wed Jan 04 15:36:12 +0000 2017,es,P
374,816368887101014017,780673928,Aún no estoy listo para una nueva mamá,Tue Jan 03 19:41:24 +0000 2017,es,N
377,816474931206778880,3312592103,mi última noche en tarapoto la he pasado hermoso estos días y en verdad no quiero irme,Wed Jan 04 02:42:47 +0000 2017,es,P
378,816476906015064064,83981683,@ron_quintanilla el de hoy es feo,Wed Jan 04 02:50:38 +0000 2017,es,N
382,816689206235959296,235368605,4 de enero y hoy empiezo a disfrutar todo todito todoooo,Wed Jan 04 16:54:14 +0000 2017,es,P
384,816679131970760704,367452499,@CaveroMv Eso es indiscutible. Bien por los cremas.,Wed Jan 04 16:14:12 +0000 2017,es,P
386,816639113579401216,7063882,"@AlejVillalobos @mczorro No es perfecta, tiene sus cositas. Pero el balance es bueno, bastante bueno. Y claro, sales cantando",Wed Jan 04 13:35:11 +0000 2017,es,P
387,816526996889026560,41445207,"@SamanthaLaraC faltabas mi samo, la familia unida jajajajaja, te extraño, venn",Wed Jan 04 06:09:41 +0000 2017,es,N
388,816617576927260672,243038771,Ya parezco viejita levantándome y acostándome temprano,Wed Jan 04 12:09:37 +0000 2017,es,N
391,816642753903915008,7063882,@mczorro @Carlos_Chavez Ya sabes cómo me siento cuando tengo que cruzar media ciudad para ver una película,Wed Jan 04 13:49:39 +0000 2017,es,N
393,816739033317593098,200765965,"Que feo cuando se hacen cagones, pinches malcriados",Wed Jan 04 20:12:14 +0000 2017,es,N
396,817391840815157249,42751652,"@fernandomerino @Lizzfrr buen dato lo pondré en prácticaaaaaa, gracias",Fri Jan 06 15:26:15 +0000 2017,es,P
401,817509559719882753,370729057,@NaomiwongJimen2 Jaja que buena! Lo probare entonces,Fri Jan 06 23:14:02 +0000 2017,es,P
407,817525630589923328,41445207,@DjuJuMa si webitas lo sé pero la extraño,Sat Jan 07 00:17:53 +0000 2017,es,N
408,817525162019090432,58539270,@MilesdeMiles_ esto es en serio? Pobrecito!,Sat Jan 07 00:16:02 +0000 2017,es,N
410,817529511306592257,387233473,"@TubinoCarlos te vas de la ""Bankada""? Que buena noticia... Pero ahora seguro la china te da por el tubino",Sat Jan 07 00:33:19 +0000 2017,es,P
411,817520539623456768,998039726,"@gialau04_ mis papás saben que eres sinónimo de borrachera, ya te conocen, sorry",Fri Jan 06 23:57:40 +0000 2017,es,N
413,817389565996625920,1426367294,Ayeeer en Sasuke Shinden! JAJAJA que letra mas fea debe ser de naruto. Por otro lado la policía militar,Fri Jan 06 15:17:13 +0000 2017,es,N
414,817405629966872577,83981683,@MaricieloCernaU justo ayer que vi tu foto te iba a decir que bonita calle,Fri Jan 06 16:21:03 +0000 2017,es,P
416,817360762045865984,772670969903185920,"@ludwikapaleta si, muy hermoso, y eso que no me conociste a mi",Fri Jan 06 13:22:46 +0000 2017,es,P
418,817414583405150210,1332711452,Hoy se acaba la fiesta más bonita del año! #últimodíadenavidad #bajadadereyes…,Fri Jan 06 16:56:38 +0000 2017,es,P
422,817356376150315008,772670969903185920,#SiFueseBillonario te pago la operación para que te cambies de cara por fea @MananaMaldita,Fri Jan 06 13:05:20 +0000 2017,es,N
423,817399161662373889,400493360,Qué triste debe ser redactar una nota bien alegre sobre los feriados que decreta el Gobierno y saber que tú no los vas a disfrutar,Fri Jan 06 15:55:21 +0000 2017,es,N
425,817384314228903938,1068330698,"Buenos días, ya casi se acaban mis vacaciones",Fri Jan 06 14:56:21 +0000 2017,es,N
426,818708714182115328,509122628,Adoro su carita cuando me dice hermosa,Tue Jan 10 06:39:02 +0000 2017,es,P
429,818638068949413888,479907296,"Pajita el nuevo ambiente laboral, donde al parecer teniendo una buena planificacion y un gran equipo se puede salir a su hora",Tue Jan 10 01:58:19 +0000 2017,es,P
432,819026857676906496,81204324,Ya me dio nostalgia viendo tantos videos de clásicos antiguos,Wed Jan 11 03:43:14 +0000 2017,es,P
433,819023408255991810,312135199,No debí cogerme la cara con las manos suciaaaaas!!,Wed Jan 11 03:29:31 +0000 2017,es,N
434,819009094182809600,2421564739,@LaliaB24 Igual después del 20 se quedan sin chamba esos payasos. Lo único bueno de ese día: no quedará UN SOLO obamista en la Tierra.,Wed Jan 11 02:32:39 +0000 2017,es,P
437,818654616015568896,133986646,La nueva versión de #Baywatch no paga,Tue Jan 10 03:04:04 +0000 2017,es,N
438,818902103770988544,3373267798,Como me hace feliz caminar,Tue Jan 10 19:27:30 +0000 2017,es,P
439,818975041329119235,1005307664,"Terminando la reunión!!! feliz de ver el crecimiento, vamos por más! #ShowPerúFusión #Piura #AsocPDC",Wed Jan 11 00:17:20 +0000 2017,es,P
443,818796320345518081,447232578,"Me da cólera levantarme y no tener mi piercing en la nariz, siento que cuando duermo soy sonámbula o algún fantasma me lo saca",Tue Jan 10 12:27:09 +0000 2017,es,N
444,818806254437023744,1496885906,Ese placer secreto de quedarte sin datos y no saber qué michi pasa en el mundo,Tue Jan 10 13:06:38 +0000 2017,es,N
445,818832660692930560,69448674,"@esquinabaja yeeeeh y de buenas decisiones! (Preferiblemente tomadas antes del trago, sino ya fue pues)",Tue Jan 10 14:51:34 +0000 2017,es,P
448,818904088322547712,469058577,Tener una panza de embarazada cuando terminas de comer no es normal.,Tue Jan 10 19:35:23 +0000 2017,es,N
451,818885897093582848,215491878,Ay me duele mi estómago Xq comi eso ayer No grasa ni gaseosa Será lo última vez lo prometo,Tue Jan 10 18:23:06 +0000 2017,es,N
452,818888159761170433,76040253,"Broder, que pinxe tráfico hay en Salaverry, por UPC. No jodas, voy a llegar tarde de nuevo",Tue Jan 10 18:32:06 +0000 2017,es,N
453,818918670093127681,160162379,Odio la burocracia y mucho más la burocracia mal estructurada,Tue Jan 10 20:33:20 +0000 2017,es,N
456,819203710207348736,281763696,@ysitedigoalgo Como la mayoría de los mortales  . Por lo menos es lindo por dentro y se acepta como es.,Wed Jan 11 15:25:59 +0000 2017,es,P
457,819201743053590530,1699400576,@ccori_alejandra y yo te extraño un mundo! este verano sin ti destruye mi alma #dramaon,Wed Jan 11 15:18:10 +0000 2017,es,N
458,819182636908380161,515774422,"Llegar a la agencia y solo te reciben los pendientes, como no me reciben con un lomito saltado",Wed Jan 11 14:02:14 +0000 2017,es,N
459,818825824015151104,57993158,"@CheLa_is Marcelitaaa, aprovecha nuestro hermoso clima. No sabes cuánto se extraña",Tue Jan 10 14:24:24 +0000 2017,es,P
460,818841789280952321,572264600,Esperando el metropolitano hace 26 minutos,Tue Jan 10 15:27:50 +0000 2017,es,N
463,819221741113405440,416437440,No pude soportar el tremendo sol que hace,Wed Jan 11 16:37:38 +0000 2017,es,N
464,819222987459137536,277318489,"@EstefaniaM siempre habrá algo amiga, pero con el tiempo lo superas y pierden importancia",Wed Jan 11 16:42:35 +0000 2017,es,P
465,818894333273378816,521921281,@BrSC8 @Migvelinho puta que rico csm. Vuelvo al encierro y de paso a comer carnes congeladas por 15 días,Tue Jan 10 18:56:38 +0000 2017,es,P
466,819019249867952128,280686132,Cómo es eso que te extraño? Tamaaare,Wed Jan 11 03:13:00 +0000 2017,es,N
467,819032527562227712,81204324,"@Fannylunita Solo jodo amiga Fanny! No se que tan buena persona sea Puchungo, pero si es cierto lo que dices, bacán!",Wed Jan 11 04:05:46 +0000 2017,es,P
469,819057447285440512,394354148,Que rico es ir al cine sola. Llorar y cagarte de risa a la vez sin que nadie te critique. Hermoso. Repetiré la misma hazaña más tarde,Wed Jan 11 05:44:47 +0000 2017,es,P
472,818917869614403584,160162379,Lo peor es que esos materiales no están regularizados por su culpa. Y la computadora es lenta porque no nos la quiere cambiar,Tue Jan 10 20:30:09 +0000 2017,es,N
474,818910201239785476,19729967,Uno va con confianza al supermercado porque se supone que respetan los precios que ofrecen. En la caja los cambian y no te fijas,Tue Jan 10 19:59:41 +0000 2017,es,N
477,819246363074560011,14070837,@PerezJoseAlb @Chelseaboni vamos! Quiero volver para el nuevo año 2018! será genial piénsenlo y me avisan!,Wed Jan 11 18:15:28 +0000 2017,es,P
478,819264558900645888,287877262,Siento que estoy tan gordo que en cualquier momento romperé la silla de plástico,Wed Jan 11 19:27:46 +0000 2017,es,N
479,819270411204644866,440380151,"¿nunca han soñado que estan apuñalando a alguien y al ver que la sangre brota les provoca más clavarle el cuchillo?,¿no?,¿Soy solo yo?",Wed Jan 11 19:51:01 +0000 2017,es,N
480,819271873720700935,364314397,"Hoy es el cumpleaños de mi hermana, no la pasó tan bien igual siempre estaré a su lado.",Wed Jan 11 19:56:50 +0000 2017,es,N
481,819231006280548352,160162379,"Que bonito debe ser vivir así, siendo caradura y sin pedir disculpas",Wed Jan 11 17:14:27 +0000 2017,es,N
483,819257424356003850,580497512,un libro en mis manos era un motivo para ser feliz,Wed Jan 11 18:59:25 +0000 2017,es,P
484,819342888681218049,536578091,"No importa cuánto me esfuerce, mi letra siempre será horrible",Thu Jan 12 00:39:01 +0000 2017,es,N
487,819411931547181056,4912153699,@SamanthaRojas recién puede ver el último video que subiste. Gracias por dejarnos saber un poco más de ti,Thu Jan 12 05:13:23 +0000 2017,es,P
491,819403832539148288,1637649008,@Josvach no fui al último concierto pq nadie me quería acompañar,Thu Jan 12 04:41:12 +0000 2017,es,N
495,819276021988020230,324579655,Bueeeeno... no me siento bien. Gracias playlist por cagarme peor,Wed Jan 11 20:13:19 +0000 2017,es,N
496,819423188580966400,3423300857,D.O eres genial ...Feliz cumpleaños y q sean muchos años más #E #EL #KPOp,Thu Jan 12 05:58:06 +0000 2017,es,P
497,819390994936369154,54821385,"En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!",Thu Jan 12 03:50:11 +0000 2017,es,P
